//Type,ID,Name,BasePrice,Quantity,SubclassAttribute
P,27926,Romaine Lettuce,10.87,26,6/26/2026
E,25245,Electric Mixer,38.8,22,6
P,58284,Avocados Bag,14.42,51,6/8/2026
P,62395,Fresh Strawberries,4.95,46,6/19/2026
P,19477,Romaine Lettuce,9.89,6,6/19/2026
P,2269,Avocados Bag,11.22,22,6/30/2026
B,81919,Diet Soda Can,6.28,34,TRUE
P,20891,Organic Eggs,9.13,19,6/16/2026
P,94584,Avocados Bag,9.51,54,6/20/2026
B,95912,Organic Green Tea,5.33,44,TRUE
P,16066,Avocados Bag,6.82,17,6/16/2026
E,5881,Electric Mixer,111.71,19,36
P,4340,Baby Spinach,14.21,50,6/20/2026
E,11452,Electric Kettle,19.41,21,36
B,67826,Energy Drink,7.95,117,TRUE
B,82118,Energy Drink,3.12,10,FALSE
P,56364,Organic Eggs,3.74,6,6/26/2026
B,76725,Sparkling Water,4.96,11,FALSE
B,94795,Diet Soda Can,2.24,102,TRUE
B,88724,Organic Green Tea,2.48,62,FALSE
P,94213,Romaine Lettuce,2.87,45,6/15/2026
E,24605,Electric Kettle,69.92,18,36
B,53235,Apple Juice,9.33,14,FALSE
B,64014,Diet Soda Can,9.42,33,FALSE
E,24556,Toaster Oven,43.54,4,36
P,97777,Romaine Lettuce,11.82,9,6/19/2026
P,60995,Romaine Lettuce,12.41,18,7/10/2026
P,2064,Baby Spinach,6.0,21,7/4/2026
B,61246,Classic Cola,7.23,61,TRUE
B,1293,Energy Drink,7.52,112,TRUE
P,83719,Baby Spinach,13.96,45,6/21/2026
B,49981,Sparkling Water,6.62,95,FALSE
B,57583,Diet Soda Can,2.49,40,FALSE
B,36717,Energy Drink,4.91,107,FALSE
P,63267,Baby Spinach,4.62,16,6/2/2026
B,8826,Diet Soda Can,3.04,61,TRUE
E,57028,Electric Mixer,48.38,15,36
P,578,Romaine Lettuce,6.33,52,7/8/2026
E,23450,Electric Mixer,65.34,6,12
B,50913,Apple Juice,8.0,106,TRUE
P,84239,Whole Milk,8.02,38,6/30/2026
E,79223,Electric Kettle,43.65,11,6
E,27918,Toaster Oven,96.29,17,6
P,36387,Organic Eggs,9.56,41,7/8/2026
P,56774,Fresh Strawberries,5.66,56,6/18/2026
E,21432,Coffee Maker,65.49,4,12
B,56973,Classic Cola,2.2,88,FALSE
E,65463,Mini Rice Cooker,83.49,3,12
E,11696,Toaster Oven,57.28,16,6
B,25970,Organic Green Tea,4.04,94,FALSE
B,54299,Sparkling Water,4.13,14,TRUE
B,94152,Apple Juice,7.91,18,FALSE
E,66383,Electric Kettle,53.29,16,6
E,79415,Electric Kettle,100.43,23,6
P,32670,Romaine Lettuce,11.4,60,6/23/2026
B,42376,Sparkling Water,7.36,10,TRUE
B,62620,Diet Soda Can,1.1,111,TRUE
E,88321,Mini Rice Cooker,16.6,9,36
P,19210,Romaine Lettuce,3.83,43,7/9/2026
P,82158,Fresh Strawberries,2.63,38,6/24/2026
B,6462,Energy Drink,5.4,82,FALSE
B,58168,Sparkling Water,2.33,100,FALSE
P,7263,Fresh Strawberries,8.9,28,6/26/2026
P,69439,Avocados Bag,2.89,57,6/14/2026
P,64149,Romaine Lettuce,12.67,55,6/25/2026
P,96957,Whole Milk,7.88,33,6/5/2026
B,86324,Energy Drink,8.9,36,FALSE
P,96260,Baby Spinach,10.83,21,6/11/2026
B,26845,Sparkling Water,1.11,117,TRUE
B,49776,Diet Soda Can,2.36,100,FALSE
P,57210,Baby Spinach,9.01,38,7/5/2026
E,1558,Electric Kettle,49.98,4,36
E,50483,Electric Mixer,50.18,22,12
E,20879,Mini Rice Cooker,89.77,16,12
B,66273,Sparkling Water,3.56,32,TRUE
B,71425,Energy Drink,1.54,30,FALSE
E,68103,Blender Pro,107.84,7,12
E,81130,Electric Mixer,24.62,10,6
P,56757,Romaine Lettuce,8.6,42,6/29/2026
B,82646,Energy Drink,3.13,68,TRUE
P,45157,Baby Spinach,11.37,31,6/21/2026
E,32692,Mini Rice Cooker,55.98,9,12
P,28972,Baby Spinach,11.33,45,7/10/2026
B,9557,Apple Juice,8.4,74,FALSE
E,98807,Electric Mixer,45.61,18,12
E,9264,Toaster Oven,61.84,22,36
P,15735,Organic Eggs,2.98,60,6/10/2026
B,63179,Apple Juice,3.66,94,TRUE
B,35801,Organic Green Tea,4.6,98,FALSE
B,2395,Energy Drink,2.16,100,TRUE
E,2702,Electric Kettle,56.53,15,12
B,36199,Classic Cola,3.81,46,FALSE
B,12888,Diet Soda Can,7.32,80,FALSE
P,42351,Organic Eggs,11.92,25,6/6/2026
B,48826,Apple Juice,8.44,17,FALSE
E,2166,Electric Mixer,92.67,6,12
P,45526,Baby Spinach,5.34,36,7/13/2026
B,51598,Classic Cola,9.06,120,FALSE
B,19067,Diet Soda Can,7.29,13,FALSE
B,33404,Apple Juice,9.32,117,FALSE
E,32270,Coffee Maker,73.63,11,36
E,3465,Electric Kettle,18.0,12,36
B,48697,Organic Green Tea,5.66,13,FALSE
P,33567,Whole Milk,7.14,5,6/2/2026
E,11541,Electric Mixer,33.89,8,36
E,14084,Toaster Oven,50.58,15,6
P,11086,Romaine Lettuce,6.59,40,6/12/2026
P,66903,Baby Spinach,8.83,21,6/10/2026
B,73488,Organic Green Tea,9.66,34,FALSE
E,18694,Coffee Maker,43.7,18,12
B,68240,Energy Drink,2.81,38,FALSE
E,54457,Electric Mixer,30.97,14,36
E,57694,Electric Mixer,31.4,8,36
P,83822,Fresh Strawberries,10.02,41,6/29/2026
B,36672,Apple Juice,5.49,102,FALSE
B,34095,Apple Juice,4.36,108,FALSE
P,81293,Baby Spinach,11.07,20,6/14/2026
B,75339,Diet Soda Can,9.38,90,TRUE
B,8391,Classic Cola,7.61,11,FALSE
B,77511,Apple Juice,7.89,117,TRUE
B,94638,Diet Soda Can,7.21,96,FALSE
B,62483,Sparkling Water,9.7,86,FALSE
E,37222,Electric Kettle,108.59,11,12
B,70645,Energy Drink,5.51,57,FALSE
B,33386,Energy Drink,1.58,38,FALSE
B,64513,Organic Green Tea,3.29,62,TRUE
E,30088,Mini Rice Cooker,95.71,16,6
E,10888,Toaster Oven,34.61,15,12
B,38386,Classic Cola,8.98,90,FALSE
E,49357,Coffee Maker,26.44,24,6
E,18463,Toaster Oven,112.14,6,36
E,8864,Blender Pro,73.1,23,6
B,43873,Apple Juice,6.88,103,TRUE
P,41025,Fresh Strawberries,9.11,46,6/17/2026
E,69382,Electric Mixer,45.85,20,6
E,32500,Coffee Maker,53.13,25,36
E,27277,Electric Mixer,36.8,23,6
E,31390,Coffee Maker,24.88,19,12
B,47116,Organic Green Tea,4.67,58,TRUE
B,4806,Diet Soda Can,1.12,97,TRUE
E,95758,Coffee Maker,118.63,14,36
B,75776,Energy Drink,8.44,92,FALSE
P,85483,Fresh Strawberries,6.05,58,6/23/2026
E,88049,Electric Mixer,84.32,20,12
P,34622,Baby Spinach,9.59,54,7/14/2026
E,49506,Blender Pro,55.98,15,12
P,86142,Organic Eggs,3.81,32,6/13/2026
E,60847,Toaster Oven,15.99,19,12
E,43441,Blender Pro,48.72,20,12
E,92021,Toaster Oven,73.23,13,36
E,58853,Toaster Oven,27.98,7,12
P,55950,Organic Eggs,7.0,35,6/12/2026
E,78083,Toaster Oven,77.96,11,6
E,23327,Coffee Maker,110.25,14,6
B,57800,Classic Cola,4.72,20,TRUE
P,47376,Organic Eggs,8.09,37,6/22/2026
B,31047,Sparkling Water,3.3,96,FALSE
B,51380,Sparkling Water,4.36,90,TRUE
B,89435,Diet Soda Can,9.04,38,FALSE
P,30021,Avocados Bag,5.64,5,6/27/2026
P,47302,Organic Eggs,5.03,6,6/23/2026
B,63861,Diet Soda Can,4.88,115,FALSE
B,87936,Organic Green Tea,4.56,21,FALSE
B,28350,Classic Cola,8.89,41,TRUE
P,56425,Whole Milk,7.68,57,6/12/2026
E,65177,Blender Pro,60.22,3,12
B,12128,Apple Juice,6.23,48,FALSE
P,14697,Avocados Bag,7.14,54,6/25/2026
B,52774,Energy Drink,7.97,76,TRUE
B,86918,Sparkling Water,7.45,87,FALSE
E,61439,Coffee Maker,108.08,10,6
B,32086,Energy Drink,3.0,33,FALSE
P,94777,Avocados Bag,8.29,39,6/24/2026
B,2466,Apple Juice,4.35,105,TRUE
E,19012,Mini Rice Cooker,107.06,2,12
E,71042,Electric Kettle,52.05,17,36
B,63307,Sparkling Water,5.85,47,TRUE
B,92871,Apple Juice,5.66,71,TRUE
E,60533,Mini Rice Cooker,110.27,3,6
B,69307,Energy Drink,6.16,112,FALSE
E,56659,Coffee Maker,40.92,23,36
E,95002,Mini Rice Cooker,105.54,3,36
B,79772,Classic Cola,9.33,105,FALSE
P,54135,Whole Milk,10.79,43,6/29/2026
P,97081,Whole Milk,13.17,57,7/11/2026
P,39605,Whole Milk,14.88,47,7/1/2026
E,98518,Blender Pro,20.62,5,12
E,17581,Toaster Oven,62.37,19,36
B,57910,Organic Green Tea,5.7,89,FALSE
P,22374,Avocados Bag,9.24,49,7/14/2026
E,52353,Coffee Maker,71.48,14,12
P,18249,Baby Spinach,11.16,40,7/9/2026
B,48905,Classic Cola,8.86,117,FALSE
P,79834,Organic Eggs,8.09,30,6/30/2026
E,59479,Coffee Maker,16.33,25,6
P,97895,Avocados Bag,11.49,30,7/9/2026
B,52401,Sparkling Water,4.23,110,TRUE
E,39905,Electric Mixer,69.83,15,6
P,49286,Romaine Lettuce,3.67,43,7/11/2026
E,75487,Toaster Oven,32.0,5,36
B,85234,Classic Cola,5.81,10,FALSE
B,45214,Classic Cola,1.16,71,TRUE
E,43256,Mini Rice Cooker,95.02,6,6
B,22648,Organic Green Tea,8.25,69,TRUE
P,4853,Fresh Strawberries,13.7,16,7/2/2026
E,2587,Mini Rice Cooker,94.77,20,6
P,13373,Whole Milk,10.96,32,6/28/2026
P,86239,Baby Spinach,4.98,11,7/6/2026
P,89804,Fresh Strawberries,12.27,35,7/15/2026
E,77833,Toaster Oven,53.28,6,12
B,41167,Sparkling Water,8.68,91,FALSE
E,99063,Toaster Oven,37.73,12,12
B,63557,Diet Soda Can,6.6,81,FALSE
P,12112,Whole Milk,11.93,60,6/25/2026
E,33528,Coffee Maker,93.97,5,6
B,11281,Diet Soda Can,6.18,28,TRUE
E,23962,Electric Kettle,78.28,3,6
B,52910,Apple Juice,7.11,66,TRUE
B,40635,Classic Cola,2.22,46,TRUE
E,44098,Blender Pro,95.82,21,36
E,49939,Electric Kettle,81.88,19,36
E,45745,Electric Kettle,22.15,7,36
B,18319,Classic Cola,1.8,108,FALSE
B,84251,Classic Cola,8.43,46,FALSE
P,97313,Organic Eggs,5.88,30,7/9/2026
E,56754,Electric Mixer,33.18,19,12
P,46383,Fresh Strawberries,5.25,49,7/9/2026
P,65225,Romaine Lettuce,7.49,43,6/3/2026
B,47249,Classic Cola,6.42,118,TRUE
P,65126,Whole Milk,14.27,20,6/20/2026
E,42793,Blender Pro,45.74,15,6
E,36493,Blender Pro,106.4,13,12
B,21766,Energy Drink,1.93,10,FALSE
E,28930,Mini Rice Cooker,22.21,24,12
E,62975,Toaster Oven,65.75,22,6
B,14244,Apple Juice,7.73,92,TRUE
P,35345,Avocados Bag,12.62,36,6/20/2026
B,96335,Diet Soda Can,4.52,63,FALSE
E,22635,Electric Kettle,20.66,8,6
P,15484,Fresh Strawberries,9.33,24,7/7/2026
P,5788,Romaine Lettuce,4.48,17,7/10/2026
B,88729,Organic Green Tea,2.05,69,FALSE
E,8999,Blender Pro,29.41,13,6
B,95352,Organic Green Tea,9.03,71,FALSE
P,83455,Romaine Lettuce,5.83,32,6/8/2026
E,55662,Blender Pro,66.92,9,12
P,99522,Avocados Bag,3.08,12,7/10/2026
B,82345,Energy Drink,1.18,82,FALSE
B,76615,Energy Drink,8.08,115,TRUE
E,13935,Electric Mixer,63.62,10,6
B,94848,Energy Drink,4.96,38,TRUE
B,65012,Classic Cola,1.4,30,FALSE
P,91765,Avocados Bag,12.79,44,6/18/2026
P,66892,Romaine Lettuce,5.01,10,7/7/2026
B,71511,Diet Soda Can,7.93,83,FALSE
P,57193,Baby Spinach,6.72,30,6/14/2026
E,42709,Toaster Oven,102.21,20,6
B,84423,Apple Juice,5.15,40,TRUE
B,57162,Organic Green Tea,5.17,94,FALSE
B,30732,Energy Drink,6.08,67,FALSE
P,82934,Whole Milk,7.55,60,7/3/2026
E,60284,Electric Kettle,105.77,22,36
E,76120,Electric Kettle,78.59,13,6
B,88825,Diet Soda Can,7.27,18,TRUE
P,5149,Avocados Bag,12.92,12,7/4/2026
E,18125,Electric Kettle,29.96,10,6
P,51169,Fresh Strawberries,7.17,48,6/20/2026
P,97849,Baby Spinach,5.8,45,7/16/2026
E,47294,Electric Mixer,83.6,23,12
P,82466,Organic Eggs,3.32,53,6/30/2026
B,11035,Organic Green Tea,2.01,99,FALSE
B,24058,Apple Juice,6.98,52,TRUE
B,46641,Apple Juice,6.25,120,FALSE
P,29043,Avocados Bag,4.33,8,6/27/2026
B,70515,Diet Soda Can,2.26,101,TRUE
E,12013,Electric Kettle,68.23,5,12
P,93468,Whole Milk,12.61,14,7/5/2026
E,1844,Toaster Oven,59.94,19,12
P,66917,Romaine Lettuce,13.37,48,6/9/2026
E,35974,Blender Pro,71.39,18,6
P,61188,Romaine Lettuce,7.3,33,6/21/2026
B,18712,Classic Cola,3.92,114,TRUE
P,73253,Avocados Bag,13.62,25,6/17/2026
P,61716,Fresh Strawberries,9.86,50,6/22/2026
E,34705,Electric Mixer,81.26,5,6
E,55582,Mini Rice Cooker,46.6,25,6
B,32925,Energy Drink,6.45,77,TRUE
E,35269,Mini Rice Cooker,27.32,24,6
E,22528,Electric Kettle,106.84,22,36
B,18224,Sparkling Water,4.16,30,TRUE
P,56704,Avocados Bag,8.07,19,6/16/2026
E,48016,Coffee Maker,52.51,15,36
B,3769,Organic Green Tea,4.25,66,TRUE
E,8617,Electric Kettle,36.19,7,12
E,48880,Electric Kettle,63.62,5,36
E,9950,Electric Kettle,24.42,17,12
E,8148,Mini Rice Cooker,65.73,13,12
E,74260,Blender Pro,98.58,11,12
P,63301,Baby Spinach,13.64,44,7/11/2026
E,11061,Electric Kettle,84.25,17,12
E,31717,Mini Rice Cooker,80.62,14,36
P,71316,Whole Milk,2.93,17,6/30/2026
P,80805,Organic Eggs,9.16,27,7/9/2026
E,81676,Mini Rice Cooker,85.21,20,6
B,48095,Sparkling Water,3.18,35,FALSE
B,28822,Energy Drink,7.13,55,FALSE
B,89297,Classic Cola,9.37,72,FALSE
E,68038,Blender Pro,86.55,12,6
P,624,Fresh Strawberries,8.56,54,6/2/2026
E,90717,Coffee Maker,36.6,6,6
B,64466,Organic Green Tea,4.46,54,TRUE
B,51309,Apple Juice,9.58,82,FALSE
B,44008,Apple Juice,6.13,96,TRUE
P,16989,Avocados Bag,13.93,27,7/1/2026
E,15944,Coffee Maker,39.56,20,36
P,89213,Organic Eggs,12.99,57,7/1/2026
P,93462,Baby Spinach,10.36,44,7/4/2026
B,76654,Energy Drink,8.18,56,TRUE
E,78677,Electric Mixer,58.96,5,6
P,69742,Avocados Bag,13.95,42,6/4/2026
P,42176,Organic Eggs,2.72,27,6/12/2026
B,53687,Energy Drink,8.61,24,FALSE
P,36058,Avocados Bag,4.95,39,6/19/2026
E,75551,Mini Rice Cooker,20.58,16,12
P,82451,Romaine Lettuce,3.93,51,7/12/2026
B,72095,Classic Cola,3.6,35,FALSE
E,1636,Electric Kettle,95.1,9,6
P,50958,Fresh Strawberries,7.22,37,6/6/2026
B,44885,Energy Drink,8.01,43,FALSE
B,67878,Classic Cola,6.24,68,FALSE
E,46780,Electric Mixer,65.02,12,6
P,14078,Fresh Strawberries,11.02,7,6/20/2026
P,89839,Baby Spinach,9.91,53,6/6/2026
B,37779,Sparkling Water,2.31,99,FALSE
P,24675,Romaine Lettuce,3.27,47,6/7/2026
E,55137,Electric Mixer,69.92,18,36
E,88706,Electric Mixer,17.49,7,12
E,36432,Toaster Oven,28.01,21,6
B,59282,Energy Drink,7.32,81,TRUE
P,51017,Avocados Bag,7.57,42,7/13/2026
E,1339,Toaster Oven,30.38,22,12
P,42523,Romaine Lettuce,2.58,34,6/18/2026
B,29886,Energy Drink,8.08,71,TRUE
E,89340,Electric Mixer,41.88,15,36
E,7862,Coffee Maker,92.68,25,12
P,49375,Avocados Bag,11.11,58,7/13/2026
E,71278,Mini Rice Cooker,101.32,11,6
E,6075,Toaster Oven,55.11,17,12
P,40440,Baby Spinach,8.85,54,6/1/2026
E,81460,Blender Pro,17.75,18,36
B,95677,Energy Drink,5.87,118,TRUE
B,33288,Sparkling Water,1.99,115,TRUE
P,13562,Romaine Lettuce,11.59,22,6/30/2026
E,1496,Coffee Maker,22.49,9,12
B,86399,Apple Juice,3.49,29,FALSE
P,50699,Romaine Lettuce,3.49,33,6/1/2026
E,84279,Electric Mixer,87.18,25,6
B,47023,Organic Green Tea,2.58,115,FALSE
E,63511,Coffee Maker,29.15,3,12
B,6062,Classic Cola,9.19,85,FALSE
B,24986,Organic Green Tea,9.44,65,TRUE
B,45226,Organic Green Tea,2.45,43,TRUE
E,15608,Mini Rice Cooker,54.15,3,6
B,81806,Organic Green Tea,6.82,74,FALSE
E,54638,Electric Mixer,65.88,3,6
P,91375,Fresh Strawberries,14.44,59,7/3/2026
P,8948,Fresh Strawberries,11.18,14,6/26/2026
E,75496,Electric Kettle,17.15,18,12
B,42776,Energy Drink,1.98,68,TRUE
E,45046,Toaster Oven,23.83,20,12
E,6313,Electric Mixer,76.28,13,6
P,84749,Organic Eggs,14.38,58,7/14/2026
E,13557,Electric Mixer,92.97,17,12
P,29849,Avocados Bag,9.81,21,6/1/2026
P,78771,Whole Milk,11.25,20,6/6/2026
B,673,Diet Soda Can,8.81,66,FALSE
P,56070,Romaine Lettuce,14.48,35,6/6/2026
B,44479,Diet Soda Can,3.75,93,TRUE
P,34012,Fresh Strawberries,13.56,57,7/5/2026
E,83875,Coffee Maker,15.49,19,12
B,54677,Classic Cola,6.56,53,FALSE
B,55599,Sparkling Water,1.47,12,TRUE
B,40728,Diet Soda Can,3.52,71,TRUE
P,15349,Fresh Strawberries,10.16,18,6/8/2026
E,39519,Mini Rice Cooker,69.12,13,6
P,66935,Fresh Strawberries,14.95,7,6/9/2026
B,98221,Organic Green Tea,1.57,113,FALSE
E,15594,Electric Mixer,44.5,5,6
E,65536,Mini Rice Cooker,47.59,12,6
P,56987,Baby Spinach,13.09,19,7/10/2026
E,72273,Electric Kettle,56.85,3,36
E,96991,Electric Kettle,106.53,14,12
B,13975,Classic Cola,9.94,54,TRUE
P,37632,Whole Milk,14.26,23,7/9/2026
P,54712,Fresh Strawberries,4.4,35,7/15/2026
E,53490,Toaster Oven,77.35,19,36
P,93379,Avocados Bag,12.4,18,7/7/2026
B,59014,Sparkling Water,7.52,89,FALSE
B,69432,Sparkling Water,8.75,29,TRUE
B,73713,Energy Drink,4.38,42,TRUE
E,92335,Toaster Oven,54.24,14,36
E,62710,Blender Pro,33.66,10,12
E,34773,Mini Rice Cooker,116.53,14,6
P,17738,Fresh Strawberries,5.3,31,6/6/2026
E,30433,Electric Mixer,46.08,15,6
E,46350,Mini Rice Cooker,75.42,19,6
B,96535,Energy Drink,5.09,35,FALSE
B,71416,Diet Soda Can,5.46,30,TRUE
P,22559,Whole Milk,12.23,36,6/19/2026
E,93743,Coffee Maker,17.32,21,36
B,71343,Energy Drink,7.89,75,FALSE
P,74005,Organic Eggs,7.6,24,7/9/2026
E,98782,Coffee Maker,26.64,25,36
B,50693,Organic Green Tea,5.84,40,TRUE
P,33639,Fresh Strawberries,8.04,18,6/21/2026
P,53194,Romaine Lettuce,9.67,28,7/2/2026
B,94325,Organic Green Tea,7.88,37,TRUE
E,39634,Blender Pro,105.61,21,36
P,51088,Whole Milk,10.65,17,7/7/2026
E,85344,Electric Mixer,82.67,8,12
E,25796,Blender Pro,72.32,20,12
B,54433,Diet Soda Can,8.64,55,FALSE
B,55022,Energy Drink,6.28,64,TRUE
B,8292,Organic Green Tea,9.75,31,TRUE
E,62888,Coffee Maker,77.51,21,12
E,63609,Electric Kettle,54.41,24,12
P,15376,Whole Milk,2.53,48,7/16/2026
B,93719,Energy Drink,1.93,97,TRUE
B,89259,Classic Cola,2.59,35,TRUE
B,98183,Sparkling Water,7.75,98,FALSE
E,93580,Electric Mixer,24.24,23,6
E,1905,Blender Pro,23.01,20,12
P,5006,Baby Spinach,9.33,16,6/1/2026
P,2205,Romaine Lettuce,10.38,17,6/14/2026
B,49683,Diet Soda Can,8.85,66,FALSE
B,91876,Apple Juice,9.59,74,FALSE
E,83967,Blender Pro,59.37,9,12
P,57021,Whole Milk,2.83,47,6/13/2026
B,55235,Apple Juice,8.73,12,TRUE
E,26435,Coffee Maker,91.67,6,36
B,52015,Diet Soda Can,1.43,42,TRUE
E,95092,Blender Pro,100.92,23,6
E,8598,Electric Mixer,78.87,11,6
P,55563,Organic Eggs,11.83,29,7/15/2026
B,65827,Apple Juice,5.83,34,TRUE
P,68877,Organic Eggs,10.43,12,6/6/2026
B,97185,Classic Cola,6.94,64,FALSE
B,93152,Sparkling Water,3.65,28,FALSE
B,65227,Classic Cola,9.38,53,FALSE
P,37770,Whole Milk,3.15,23,7/16/2026
E,95009,Coffee Maker,16.96,23,36
B,47607,Classic Cola,5.88,84,TRUE
P,86308,Baby Spinach,13.24,19,6/2/2026
P,29148,Avocados Bag,3.23,42,7/10/2026
B,84030,Apple Juice,5.29,14,FALSE
E,11113,Electric Mixer,111.76,19,12
P,24912,Fresh Strawberries,6.61,59,6/15/2026
B,37591,Sparkling Water,7.09,67,TRUE
E,36588,Electric Kettle,115.47,17,6
P,5995,Romaine Lettuce,10.43,32,6/1/2026
E,78253,Blender Pro,34.52,22,36
P,83906,Whole Milk,13.1,19,6/2/2026
B,37553,Energy Drink,8.84,73,FALSE
E,38327,Blender Pro,99.83,2,12
B,44889,Sparkling Water,7.63,102,TRUE
B,92371,Classic Cola,8.64,77,TRUE
B,93725,Sparkling Water,7.19,38,FALSE
E,77223,Electric Mixer,85.6,17,36
P,99759,Baby Spinach,9.27,59,6/23/2026
P,84726,Romaine Lettuce,4.23,56,7/16/2026
P,1226,Romaine Lettuce,11.24,32,6/28/2026
P,95340,Organic Eggs,12.42,14,6/29/2026
E,88903,Blender Pro,21.63,23,36
B,23660,Classic Cola,4.77,98,FALSE
B,25409,Organic Green Tea,8.45,12,FALSE
B,82021,Apple Juice,2.71,90,TRUE
B,50416,Energy Drink,3.87,48,TRUE
B,24111,Classic Cola,8.25,72,FALSE
B,82420,Apple Juice,2.7,62,TRUE
E,96022,Toaster Oven,98.96,23,36
E,22433,Coffee Maker,105.09,22,6
B,84360,Organic Green Tea,3.14,16,FALSE
P,95967,Whole Milk,12.85,60,6/21/2026
B,31569,Organic Green Tea,6.89,70,FALSE
E,50959,Electric Mixer,36.12,11,36
E,40541,Electric Mixer,53.21,7,36
B,10044,Organic Green Tea,6.37,106,FALSE
E,9773,Toaster Oven,107.21,13,6
E,19608,Electric Kettle,28.75,24,6
P,57416,Romaine Lettuce,10.16,43,6/25/2026
P,75379,Romaine Lettuce,14.74,12,6/10/2026
B,48374,Organic Green Tea,3.04,29,FALSE
P,59771,Organic Eggs,9.79,29,6/19/2026
P,49128,Organic Eggs,13.26,11,6/25/2026
B,8151,Sparkling Water,9.92,63,FALSE
E,10425,Mini Rice Cooker,91.72,23,12
P,76839,Baby Spinach,10.77,9,6/17/2026
B,25623,Diet Soda Can,6.41,27,TRUE
B,51059,Diet Soda Can,8.56,80,TRUE
P,4209,Organic Eggs,5.84,21,6/25/2026
E,62261,Mini Rice Cooker,32.29,23,36
B,78274,Sparkling Water,3.03,84,TRUE
B,19257,Organic Green Tea,4.76,89,FALSE
E,67511,Mini Rice Cooker,112.31,2,6
P,859,Romaine Lettuce,7.58,59,6/28/2026
E,5574,Coffee Maker,22.35,24,36
B,7464,Apple Juice,1.13,17,TRUE
E,61319,Blender Pro,85.15,14,12
E,41117,Electric Kettle,54.86,11,36
B,34005,Diet Soda Can,2.47,62,TRUE
P,85348,Fresh Strawberries,11.13,24,7/14/2026
E,49652,Coffee Maker,95.13,15,36
P,8587,Romaine Lettuce,2.67,14,6/22/2026
E,7728,Coffee Maker,26.49,18,6
P,95512,Organic Eggs,7.98,60,7/8/2026
B,47037,Energy Drink,6.81,62,FALSE
E,20487,Blender Pro,18.84,15,6
E,43329,Toaster Oven,75.33,11,6
E,41792,Electric Mixer,56.98,21,12
P,66111,Baby Spinach,8.03,51,6/4/2026
E,43467,Electric Mixer,34.4,10,12
P,119,Organic Eggs,12.99,38,7/3/2026
B,33755,Sparkling Water,2.25,67,FALSE
E,16958,Mini Rice Cooker,85.47,5,36
B,24768,Energy Drink,8.46,31,TRUE
P,59061,Organic Eggs,6.77,56,7/15/2026
B,14417,Organic Green Tea,9.96,91,FALSE
E,69207,Coffee Maker,41.56,6,6
B,54398,Diet Soda Can,8.42,28,FALSE
B,55256,Organic Green Tea,6.17,104,FALSE
B,56421,Energy Drink,4.79,106,TRUE
P,65058,Avocados Bag,11.16,48,7/16/2026
B,18301,Classic Cola,7.08,48,TRUE
B,91469,Classic Cola,1.69,20,TRUE
B,52115,Diet Soda Can,8.37,95,TRUE
E,30322,Blender Pro,38.2,3,6
P,64853,Avocados Bag,6.75,21,6/8/2026
B,27128,Apple Juice,3.78,43,FALSE
E,62917,Electric Kettle,29.22,23,12
E,42558,Electric Kettle,109.65,25,6
B,99228,Energy Drink,8.64,97,FALSE
E,49904,Electric Kettle,91.83,21,12
B,53117,Diet Soda Can,6.3,66,TRUE
B,79345,Diet Soda Can,4.97,26,TRUE
E,44082,Toaster Oven,68.87,4,12
P,62097,Whole Milk,2.68,54,6/25/2026
E,72931,Blender Pro,89.29,22,12
B,62739,Energy Drink,6.15,89,FALSE
E,23999,Blender Pro,115.96,23,6
P,30502,Romaine Lettuce,2.88,39,6/25/2026
E,34058,Blender Pro,36.91,5,36
B,46289,Sparkling Water,3.58,120,FALSE
E,72970,Electric Kettle,42.39,5,12
E,45115,Electric Mixer,107.72,8,12
P,4921,Avocados Bag,7.64,10,7/15/2026
P,45865,Whole Milk,4.46,15,7/14/2026
P,91642,Organic Eggs,9.29,5,7/15/2026
E,73404,Mini Rice Cooker,113.21,3,6
P,23740,Whole Milk,9.1,40,6/19/2026
P,31340,Whole Milk,4.93,51,6/3/2026
P,22778,Fresh Strawberries,9.28,9,7/8/2026
B,24076,Apple Juice,2.12,63,FALSE
B,88983,Classic Cola,3.84,58,FALSE
E,33115,Toaster Oven,91.18,21,36
P,66909,Organic Eggs,7.9,43,6/27/2026
E,20446,Electric Kettle,49.65,15,12
B,760,Energy Drink,9.01,84,FALSE
E,6016,Coffee Maker,80.93,10,6
E,88941,Coffee Maker,16.09,16,36
E,15616,Toaster Oven,17.78,21,36
E,7091,Blender Pro,112.73,25,6
P,30175,Romaine Lettuce,14.11,29,7/14/2026
E,81900,Toaster Oven,86.96,14,12
P,75544,Fresh Strawberries,8.61,37,6/21/2026
E,31430,Toaster Oven,72.0,2,36
B,6465,Classic Cola,2.75,104,TRUE
B,6906,Organic Green Tea,4.98,50,TRUE
E,18018,Blender Pro,91.56,20,12
E,81389,Coffee Maker,82.73,16,6
B,79594,Sparkling Water,1.6,65,TRUE
P,86640,Organic Eggs,5.47,60,6/4/2026
E,4099,Electric Mixer,99.7,5,6
P,54251,Fresh Strawberries,2.64,34,6/19/2026
B,42869,Apple Juice,4.95,104,FALSE
E,66857,Toaster Oven,25.14,17,6
B,25463,Sparkling Water,8.21,107,TRUE
B,31642,Apple Juice,2.93,58,FALSE
E,63573,Toaster Oven,93.35,9,12
